,name,company,year,Price,kms_driven,fuel_type
2349,Tata New Safari 4X4,Tata,2007,199000,78771,Diesel
2350,Maruti Swift Vdi BSIII,Maruti,2010,325000,79357,Diesel
2351,Ford Figo Diesel EXI,Ford,2012,409999,28000,Diesel
2352,Hyundai Verna SX CRDi AT,Hyundai,2012,500000,72000,Diesel
2353,Ford Figo Diesel LXI,Ford,2011,225000,76736,Diesel
2354,Maruti Alto LX BSIII,Maruti,2007,135000,70000,Petrol
2355,Renault Koleos 2.0 Diesel,Renault,2012,750000,80000,Diesel
2356,Maruti Wagon R LXI DUO BSIII,Maruti,2009,155000,60000,LPG
2357,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2012,335000,77000,Diesel
2358,Ford Ikon 1.8 D,Ford,2005,114999,92645,Diesel
2359,Mercedes-Benz New C-Class 200 CDI Classic,Mercedes-Benz,2007,699000,101849,Diesel
2360,Mahindra Bolero DI,Mahindra,2004,110000,120000,Diesel
2361,Hyundai i20 Asta 1.2,Hyundai,2012,300000,80000,Petrol
2362,Mahindra Scorpio S4 4WD,Mahindra,2014,700000,70000,Diesel
2363,Maruti Ertiga SHVS LDI Option,Maruti,2017,700000,120000,Diesel
2364,Maruti Alto 800 LXI,Maruti,2013,210000,42000,Petrol
2365,Maruti Ertiga VDI,Maruti,2012,600000,120000,Diesel
2366,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2012,180000,155836,Diesel
2367,Maruti Wagon R VXi BSII,Maruti,2011,220000,59000,Petrol
2368,Chevrolet Spark 1.0 LT,Chevrolet,2009,70000,60000,Petrol
2369,Hyundai Creta 1.4 CRDi Base,Hyundai,2018,950000,70000,Diesel
2370,Ford Fiesta 1.5 TDCi Ambiente,Ford,2014,800000,20000,Diesel
2371,Mahindra XUV500 W8 4WD,Mahindra,2012,700000,120000,Diesel
2372,Renault KWID 1.0,Renault,2016,265000,40000,Petrol
2373,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2011,175000,90000,Diesel
2374,Mahindra Quanto C6,Mahindra,2012,260000,89000,Diesel
2375,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,950000,80000,Diesel
2376,Maruti Swift Vdi BSIII,Maruti,2009,250000,200000,Diesel
2377,Mahindra Scorpio S10 7 Seater,Mahindra,2015,630000,50000,Diesel
2378,Tata Nano LX SE,Tata,2012,35000,35000,Petrol
2379,Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2014,330000,200000,Diesel
2380,Maruti Alto LXi,Maruti,2009,150000,120000,Petrol
2381,Tata Indigo LS,Tata,2008,105000,90000,Diesel
2382,Tata Indica Vista TDI LX,Tata,2013,185000,65000,Diesel
2383,Fiat Grande Punto EVO 1.3 Active,Fiat,2014,260000,50000,Diesel
2384,Maruti Swift Dzire VDi,Maruti,2012,450000,33000,Diesel
2385,Maruti Swift VXI Deca,Maruti,2016,500000,38000,Petrol
2386,Maruti Alto K10 2010-2014 VXI,Maruti,2012,260000,40000,Petrol
2387,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2012,265000,55000,Diesel
2388,Mahindra Thar CRDe,Mahindra,2017,800000,26000,Diesel
2389,Tata Safari Storme VX Varicor 400,Tata,2016,869999,80000,Diesel
2390,Maruti Baleno Alpha 1.2,Maruti,2018,690000,40000,Petrol
2391,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mitsubishi,2011,825000,120000,Diesel
2392,Maruti Alto LX BSIII,Maruti,2006,160000,63230,Petrol
2393,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,2006,300000,120000,Diesel
2394,Maruti Wagon R VXI,Maruti,2005,100000,100000,Petrol
2395,Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,530000,77000,Diesel
2396,Maruti Swift VXI Optional,Maruti,2016,360000,30000,Petrol
2397,Maruti Swift 1.2 DLX,Maruti,2015,220000,40000,Petrol
2398,Maruti Alto 800 LXI,Maruti,2017,178000,35000,Petrol
2399,Mahindra Thar DI 4X2,Mahindra,2018,515000,5000,Diesel
2400,Maruti Ritz VXi,Maruti,2014,300000,35000,Petrol
2401,Tata Indica Vista Quadrajet LS,Tata,2012,150000,80000,Diesel
2402,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,2017,750000,15000,Petrol
2403,Toyota Innova 2.5 G1 BSIV,Toyota,2012,950000,80000,Diesel
2404,Maruti 800 Std BSII,Maruti,2006,90000,40000,Petrol
2405,Tata Indica GLS BS IV,Tata,2008,65000,110000,Petrol
2406,Hyundai Verna 1.6 CRDI,Hyundai,2012,312000,90000,Diesel
2407,Maruti Vitara Brezza LDi,Maruti,2018,700000,25000,Diesel
2408,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2005,150000,47000,Petrol
2409,Renault Fluence 1.5,Renault,2013,450000,60000,Diesel
2410,Hyundai Verna Transform CRDi VGT ABS,Hyundai,2010,229999,120000,Diesel
2411,Maruti Swift Ldi BSIII,Maruti,2008,111000,120000,Diesel
2412,Maruti Swift Dzire VDi,Maruti,2012,250000,140000,Diesel
2413,Ford Freestyle Titanium Plus Diesel,Ford,2019,750000,1001,Diesel
2414,Ford Figo 1.5P Titanium AT,Ford,2017,774000,1758,Petrol
2415,Ford Figo 1.5P Titanium AT,Ford,2018,711000,1452,Petrol
2416,Ford Figo 1.5D Titanium MT,Ford,2017,600000,35122,Diesel
2417,Maruti Swift Dzire VDI,Maruti,2015,455000,92621,Diesel
2418,Datsun GO T Petrol,Datsun,2015,225000,92198,Petrol
2419,Maruti Swift Dzire VDI,Maruti,2019,650000,5000,Diesel
2420,Chevrolet Beat LT,Chevrolet,2013,200000,50000,Petrol
2421,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2016,875000,74000,Diesel
2422,Skoda Rapid 1.5 TDI AT Ambition BSIV,Skoda,2017,750000,40000,Diesel
2423,Maruti Swift Dzire AMT VDI,Maruti,2019,725000,22000,Diesel
2424,Maruti Alto LXi,Maruti,2007,100000,100000,Petrol
2425,Tata Hexa XT,Tata,2019,1100000,40000,Diesel
2426,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2017,2700000,30000,Diesel
2427,Renault KWID RXT Optional,Renault,2016,280000,23000,Petrol
2428,Tata Indica Vista Aqua TDI BSIII,Tata,2009,150000,30000,Diesel
2429,Tata Manza Aura Safire,Tata,2010,200000,50000,Petrol
2430,Maruti Ritz VDi,Maruti,2010,148000,100000,Diesel
2431,Maruti Swift Dzire VXi,Maruti,2011,254999,70000,Petrol
2432,Maruti Swift Dzire ZXI,Maruti,2013,360000,60000,Petrol
2433,Maruti Alto LX,Maruti,2006,95000,90000,Petrol
2434,Mahindra Bolero SLE BSIII,Mahindra,2007,185000,230000,Diesel
2435,Tata Indica Vista Quadrajet VX,Tata,2012,185000,40000,Diesel
2436,Renault KWID RXL,Renault,2019,300000,15000,Petrol
2437,Hyundai Verna VTVT 1.6 SX,Hyundai,2018,800000,40000,Petrol
2438,Maruti Zen LX,Maruti,2000,60000,50000,Petrol
2439,Fiat Punto 1.2 Active,Fiat,2010,80000,50000,Petrol
2440,Hyundai Xcent 1.2 VTVT S,Hyundai,2018,500000,8000,Petrol
2441,Hyundai EON Era Plus,Hyundai,2013,250000,35000,Petrol
2442,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,250000,80000,Diesel
2443,Maruti Wagon R LXI BSIII,Maruti,2005,125000,50000,Petrol
2444,Maruti Alto LXi BSII,Maruti,2002,100000,80000,Petrol
2445,Mahindra Scorpio M2DI,Mahindra,2010,480000,90000,Diesel
2446,Mahindra KUV 100 G80 K2,Mahindra,2018,320000,30000,Petrol
2447,Maruti A-Star Vxi,Maruti,2010,130000,70000,Petrol
2448,Tata Indica DLS,Tata,2006,57000,80000,Diesel
2449,Hyundai Santro GLS I - Euro I,Hyundai,2005,75000,60000,Petrol
2450,Maruti 800 DX,Maruti,2003,60000,35000,Petrol
2451,Maruti Alto LXi BSIII,Maruti,2008,125000,70000,Petrol
2452,Honda City 1.5 EXI S,Honda,2004,105000,100000,Petrol
2453,Maruti Wagon R LXI DUO BSIII,Maruti,2008,125000,152000,LPG
2454,Maruti Zen LXI,Maruti,1998,69000,70000,Petrol
2455,Tata Indigo LX,Tata,2012,130000,90000,Diesel
2456,Maruti Baleno Zeta 1.2,Maruti,2019,630000,40000,Petrol
2457,Honda Amaze E i-VTEC,Honda,2016,330000,50000,Petrol
2458,Maruti Wagon R VXI BS IV,Maruti,2014,340000,15000,Petrol
2459,Hyundai Santro Xing XG eRLX Euro III,Hyundai,2006,60000,120000,Petrol
2460,Tata Safari Storme EX,Tata,2014,550000,78322,Diesel
2461,Maruti Ertiga VDI,Maruti,2014,480000,110000,Diesel
2462,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,315000,80000,Diesel
2463,Ford Fiesta Titanium 1.5 TDCi,Ford,2012,165000,120000,Diesel
2464,Chevrolet Beat LS,Chevrolet,2016,170000,125000,Petrol
2465,Maruti Baleno Delta 1.2,Maruti,2018,550000,8000,Petrol
2466,Volkswagen Ameo 1.2 MPI Trendline,Volkswagen,2018,465000,13000,Petrol
2467,Tata Indica Vista Quadrajet LX,Tata,2012,120000,80000,Diesel
2468,Hyundai Verna 1.6 Xi ABS,Hyundai,2008,220000,54309,Petrol
2469,Ford Figo Diesel LXI,Ford,2011,180000,70000,Diesel
2470,Chevrolet Aveo 1.6 LT,Chevrolet,2006,150000,34600,Petrol
2471,Tata Zest Revotron 1.2T XMS,Tata,2016,520000,25000,Petrol
2472,Tata Safari Storme EX,Tata,2013,430000,80000,Diesel
2473,Mahindra Bolero DI DX 8 Seater,Mahindra,2009,300000,55000,Diesel
2474,Hyundai Venue SX Opt Diesel,Hyundai,2020,1000000,5000,Diesel
2475,Honda WR-V i-DTEC VX,Honda,2017,725000,30000,Diesel
2476,Hyundai Verna 1.4 EX,Hyundai,2011,500000,31000,Diesel
2477,Maruti Wagon R LXI BS IV,Maruti,2011,250000,50000,Petrol
2478,Maruti Swift Dzire VDI,Maruti,2018,700000,38217,Diesel
2479,Ford Figo Petrol ZXI,Ford,2011,185000,50000,Petrol
2480,Maruti Ritz VDi,Maruti,2011,200000,120000,Diesel
2481,Mahindra Bolero DI,Mahindra,2004,315000,110000,Diesel
2482,Tata Harrier XZ BSIV,Tata,2019,1700000,10000,Diesel
2483,Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,2016,370000,60000,Petrol
2484,Hyundai i10 Sportz,Hyundai,2011,250000,50000,Petrol
2485,Maruti Ignis 1.2 Delta BSIV,Maruti,2019,500000,15000,Petrol
2486,Toyota Corolla Altis 1.8 J,Toyota,2008,400000,35000,Petrol
2487,Tata Manza Club Class Quadrajet90 LS,Tata,2014,200000,100000,Diesel
2488,Maruti Swift Dzire VDI,Maruti,2016,284000,40000,Diesel
2489,Maruti Wagon R VXI Minor,Maruti,2007,80000,60000,Petrol
2490,Chevrolet Beat PS,Chevrolet,2014,170000,77000,Petrol
2491,Hyundai Accent Executive,Hyundai,2011,150000,60000,Petrol
2492,Tata Manza Aura (ABS) Safire BS IV,Tata,2010,110000,77073,Petrol
2493,Ford Figo Aspire 1.5 TDCi Titanium,Ford,2016,400000,70000,Diesel
2494,Hyundai i10 Magna LPG,Hyundai,2013,275000,90000,LPG
2495,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2013,800000,186000,Diesel
2496,Mahindra Scorpio M2DI,Mahindra,2014,550000,90000,Diesel
2497,Maruti Alto LX BSIII,Maruti,2007,125000,100000,Petrol
2498,Chevrolet Beat LT,Chevrolet,2010,135000,80000,Petrol
2499,Mahindra Scorpio LX BSIV,Mahindra,2012,349000,150000,Diesel
2500,Maruti Swift VDI BSIV,Maruti,2014,458000,80000,Diesel
2501,Maruti Alto K10 VXI,Maruti,2018,300000,35000,Petrol
2502,Maruti Alto LXi,Maruti,2008,95000,70000,Petrol
2503,Maruti S-Cross Zeta DDiS 200 SH,Maruti,2018,850000,50000,Diesel
2504,Ford Freestyle Titanium Diesel,Ford,2019,750000,25000,Diesel
2505,Ford Figo Diesel Celebration Edition,Ford,2013,190000,120000,Diesel
2506,Maruti Wagon R LXI Minor,Maruti,2009,150000,70000,Petrol
2507,Hyundai Accent GLE,Hyundai,2009,114999,106000,Petrol
2508,Toyota Innova 2.0 VX 7 Seater,Toyota,2010,320000,120000,Petrol
2509,Maruti Alto 800 CNG LXI Optional,Maruti,2019,300000,120000,CNG
2510,Maruti Ritz LXi,Maruti,2016,275000,160000,Petrol
2511,Chevrolet Aveo 1.6 LT with ABS,Chevrolet,2010,140000,120000,Petrol
2512,Tata Altroz XZ,Tata,2020,830000,10000,Petrol
2513,Volkswagen Polo SR Petrol 1.2L,Volkswagen,2013,380000,50000,Petrol
2514,Hyundai i10 Magna 1.2,Hyundai,2010,150000,90000,Petrol
2515,Chevrolet Spark 1.0 LS,Chevrolet,2008,50000,70000,Petrol
2516,Mahindra Bolero SLX,Mahindra,2008,155000,100000,Diesel
2517,Skoda Superb 1.8 TFSI MT,Skoda,2010,300000,80000,Petrol
2518,Maruti Alto 800 LXI,Maruti,2018,300000,16584,Petrol
2519,Tata Tiago 2019-2020 XE Diesel,Tata,2016,385000,38000,Diesel
2520,Maruti Wagon R LXI,Maruti,2010,221000,51000,Petrol
2521,Tata Tiago 1.05 Revotorq XE,Tata,2016,381000,38000,Diesel
2522,Maruti Alto 800 LXI,Maruti,2015,250999,35000,Petrol
2523,Hyundai Santro LS zipPlus,Hyundai,2002,60000,120000,Petrol
2524,Tata Tiago 1.05 Revotorq XE,Tata,2016,380000,38000,Diesel
2525,Skoda Laura L n K 1.9 PD,Skoda,2008,180000,144000,Diesel
2526,Maruti Ciaz ZDi Plus,Maruti,2017,751000,64000,Diesel
2527,Mahindra XUV500 AT W10 FWD,Mahindra,2015,1250000,60000,Diesel
2528,Hyundai EON 1.0 Era Plus,Hyundai,2014,229999,65000,Petrol
2529,Tata Safari Storme EX,Tata,2019,1250000,24000,Diesel
2530,Mahindra Scorpio VLX 2WD BSIV,Mahindra,2014,782000,58000,Diesel
2531,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,780000,58000,Diesel
2532,Maruti Alto 800 LXI,Maruti,2016,245000,68000,Petrol
2533,Hyundai i20 1.4 CRDi Sportz,Hyundai,2011,321000,81257,Diesel
2534,Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,2017,509999,44000,Diesel
2535,Tata Nano CX SE,Tata,2015,110000,45000,Petrol
2536,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,400000,75000,Diesel
2537,Maruti Swift VXI,Maruti,2013,370000,90000,Petrol
2538,Hyundai Verna CRDi ABS,Hyundai,2007,175000,80000,Diesel
2539,Mercedes-Benz E-Class 230,Mercedes-Benz,1998,1000000,35000,Petrol
2540,Maruti Alto 800 LXI,Maruti,2013,92800,25000,Petrol
2541,Tata Xenon XT EX 4X2,Tata,2014,291000,90000,Diesel
2542,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,335000,110000,Diesel
2543,Maruti Omni 8 Seater BSIV,Maruti,2013,170000,35000,Petrol
2544,Maruti Alto 800 LXI,Maruti,2019,295000,10000,Petrol
2545,Renault KWID RXL,Renault,2019,375000,10000,Petrol
2546,Hyundai EON Era Plus,Hyundai,2012,215000,70000,Petrol
2547,Ford Fiesta 1.4 ZXi TDCi ABS,Ford,2009,150000,110000,Diesel
2548,Maruti Alto LXI,Maruti,2003,60000,5000,Petrol
2549,Tata New Safari Dicor EX 4X2 BS IV,Tata,2012,280000,110000,Diesel
2550,Toyota Etios VD,Toyota,2016,450000,50000,Diesel
2551,Mahindra XUV500 W7,Mahindra,2018,1150000,58000,Diesel
2552,Maruti Baleno Delta 1.3,Maruti,2018,650000,15000,Diesel
2553,Tata Zest Revotron 1.2T XE,Tata,2015,300000,60000,Petrol
2554,Tata Nano Twist XT,Tata,2015,73000,57000,Petrol
2555,Maruti Swift VDI BSIV,Maruti,2015,400000,87000,Diesel
2556,Renault KWID 1.0 RXT Optional,Renault,2017,300000,70000,Petrol
2557,Maruti Wagon R AX,Maruti,2012,300000,30000,Petrol
2558,Maruti Swift Dzire VDI,Maruti,2012,450000,80000,Diesel
2559,Hyundai Santro Xing GLS,Hyundai,2009,200000,100000,Petrol
2560,Maruti Swift VXI,Maruti,2019,580000,40000,Petrol
2561,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,550000,3917,Petrol
2562,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2007,190000,160000,Diesel
2563,Tata Tiago 1.05 Revotorq XT Option,Tata,2017,450000,35000,Diesel
2564,Chevrolet Spark 1.0 LS,Chevrolet,2014,220000,70000,Petrol
2565,Maruti SX4 ZXI MT BSIV,Maruti,2012,310000,69069,Petrol
2566,Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2019,650000,13500,Petrol
2567,Maruti Wagon R Stingray VXI,Maruti,2014,300000,59059,Petrol
2568,Hyundai Accent Executive,Hyundai,2013,200000,70000,Petrol
2569,Honda Brio S MT,Honda,2012,285000,39039,Petrol
2570,Honda Brio Exclusive Edition,Honda,2014,335000,33033,Petrol
2571,Hyundai Verna Transform SX VTVT,Hyundai,2011,370000,55168,Petrol
2572,Hyundai i20 1.2 Sportz,Hyundai,2013,375000,41041,Petrol
2573,Hyundai i10 Magna,Hyundai,2009,235000,67067,Petrol
2574,Hyundai i10 Sportz 1.2 AT,Hyundai,2013,345000,66066,Petrol
2575,Mahindra Quanto C8,Mahindra,2013,365000,82082,Diesel
2576,Hyundai Grand i10 Sportz,Hyundai,2014,400000,48000,Petrol
2577,Hyundai EON D Lite Plus,Hyundai,2015,250000,30000,Petrol
2578,Hyundai Verna SX CRDi AT,Hyundai,2012,465000,70070,Diesel
2579,Renault KWID RXT,Renault,2017,300000,10000,Petrol
2580,Maruti Swift Dzire ZXI 1.2 BS IV,Maruti,2018,655000,25000,Petrol
2581,Maruti Wagon R LXI CNG,Maruti,2016,350000,30000,CNG
2582,Hyundai i10 Sportz 1.2 AT,Hyundai,2015,500000,50000,Petrol
2583,Hyundai Grand i10 AT Asta,Hyundai,2015,465000,63063,Petrol
2584,Maruti Swift VDi BSIII W/ ABS,Maruti,2008,263000,70000,Diesel
2585,Maruti Omni MPI STD BSIV,Maruti,2012,250000,90000,Petrol
2586,Hyundai Accent GLE 1,Hyundai,1999,60000,90000,Petrol
2587,Hyundai Getz GLX,Hyundai,2005,70000,90000,Petrol
2588,Honda WR-V i-DTEC VX,Honda,2017,650000,140000,Diesel
2589,Hyundai i20 Asta 1.4 CRDi,Hyundai,2014,370000,80000,Diesel
2590,Maruti Swift VDI Optional,Maruti,2016,509999,40000,Diesel
2591,Maruti Zen Estilo VXI BSIV,Maruti,2011,280000,33000,Petrol
2592,Maruti A-Star Vxi,Maruti,2010,180000,40000,Petrol
2593,Ford Ecosport 1.5 Petrol Ambiente,Ford,2017,650000,6000,Petrol
2594,Hyundai Verna SX Diesel,Hyundai,2010,200000,78000,Diesel
2595,Hyundai Verna SX Diesel,Hyundai,2011,210000,72000,Diesel
2596,Tata Nano Cx BSIV,Tata,2011,75000,9528,Petrol
2597,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2011,450000,135200,Diesel
2598,Hyundai i20 1.2 Sportz,Hyundai,2011,220000,58000,Petrol
2599,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,325000,78000,Diesel
2600,Tata Zest Revotron 1.2T XE,Tata,2018,450000,45000,Petrol
2601,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,825000,35000,Diesel
2602,Hyundai Accent GLS,Hyundai,2007,125000,76000,Petrol
2603,Mahindra Xylo D2 BS IV,Mahindra,2015,434999,100000,Diesel
2604,Mahindra Scorpio SLE BSIV,Mahindra,2011,484999,99000,Diesel
2605,Maruti Ritz VDi,Maruti,2009,175000,80000,Diesel
2606,Honda Civic 1.8 S MT,Honda,2006,220000,120000,Petrol
2607,Honda BR-V i-VTEC VX MT,Honda,2020,1250000,1100,Petrol
2608,Maruti Omni E MPI STD BS IV,Maruti,2017,215000,34000,Petrol
2609,Mahindra XUV500 W6 2WD,Mahindra,2014,625000,68000,Diesel
2610,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,615000,15000,Diesel
2611,Chevrolet Beat Diesel PS,Chevrolet,2012,130000,58000,Diesel
2612,Tata Indigo CS eLX BS IV,Tata,2013,175000,50300,Diesel
2613,Tata Indigo CR4,Tata,2011,150000,70000,Diesel
2614,Tata Indica Vista TDI LS,Tata,2011,195000,60000,Diesel
2615,Maruti Ertiga 1.5 VDI,Maruti,2020,550000,90000,Diesel
2616,Isuzu D-Max V-Cross Standard,Isuzu,2018,1500000,40000,Diesel
2617,Skoda Superb 1.8 TFSI MT,Skoda,2010,400000,80000,Petrol
2618,Nissan Kicks XV Premium D BSIV,Nissan,2019,1350000,15000,Diesel
2619,Maruti Swift 1.2 DLX,Maruti,2015,217000,45000,Petrol
2620,Maruti Swift VDI BSIV,Maruti,2011,290000,130000,Diesel
2621,Mahindra Bolero Power Plus SLX,Mahindra,2018,700000,80000,Diesel
2622,Maruti Alto 800 Base,Maruti,2014,175000,40000,Petrol
2623,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,2017,575000,80000,Diesel
2624,Maruti Ritz LDi,Maruti,2016,380000,100000,Diesel
2625,Mahindra Xylo D4 BSIV,Mahindra,2013,350000,151624,Diesel
2626,Renault Duster 85PS Diesel RxL Optional,Renault,2012,450000,160000,Diesel
2627,Hyundai Santro AT CNG,Hyundai,2005,130000,110000,CNG
2628,Maruti Swift VDI BSIV,Maruti,2015,320000,74820,Diesel
2629,Mahindra XUV500 W6 2WD,Mahindra,2014,550000,82000,Diesel
2630,Maruti Wagon R VXI BS IV,Maruti,2015,370000,50000,Petrol
2631,Chevrolet Beat LT,Chevrolet,2010,114999,70000,Petrol
2632,Ford Ecosport Sports Petrol,Ford,2020,1100000,1000,Petrol
2633,Hyundai Tucson CRDi,Hyundai,2006,170000,170000,Diesel
2634,Tata Indigo TDI,Tata,2008,80000,150000,Diesel
2635,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,950000,17000,Diesel
2636,Maruti Swift Dzire VDI,Maruti,2014,425000,150000,Diesel
2637,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2015,500000,80000,Diesel
2638,Hyundai Santro Xing XG eRLX Euro III,Hyundai,2005,70000,170000,Petrol
2639,Honda Amaze S i-Dtech,Honda,2013,349000,120000,Diesel
2640,Hyundai i20 1.2 Sportz,Hyundai,2012,330000,90000,Petrol
2641,Hyundai Santro Xing GLS,Hyundai,2010,120000,90000,Petrol
2642,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,430000,100000,Diesel
2643,Maruti Swift VDI BSIV,Maruti,2014,390000,90000,Diesel
2644,Nissan Micra Diesel XV Primo,Nissan,2012,225000,129000,Diesel
2645,Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2010,350000,186000,Diesel
2646,Tata Sumo LX,Tata,2009,100000,66778,Diesel
2647,Hyundai EON Era Plus,Hyundai,2014,190000,50000,Petrol
2648,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2014,315000,110000,Diesel
2649,Hyundai Grand i10 CRDi Magna,Hyundai,2015,300000,60000,Diesel
2650,Renault KWID RXT,Renault,2016,280000,40000,Petrol
2651,Tata Tiago 1.2 Revotron XZ,Tata,2018,539000,10000,Petrol
2652,Maruti Celerio ZXI,Maruti,2017,420000,50000,Petrol
2653,Maruti Omni E 8 Str STD,Maruti,2001,85000,70000,Petrol
2654,OpelCorsa 1.6Gls,OpelCorsa,2004,142000,73000,Petrol
2655,Hyundai EON D Lite,Hyundai,2014,180000,76000,Petrol
2656,Chevrolet Tavera Neo 3 Max 9 Str BSIII,Chevrolet,2014,400000,120000,Diesel
2657,Mahindra Scorpio VLX 2WD ABS AT BSIII,Mahindra,2009,360000,170000,Diesel
2658,Hyundai Santro Xing XG,Hyundai,2003,85000,110000,Petrol
2659,Honda Brio 1.2 S MT,Honda,2016,350000,63400,Petrol
2660,Datsun GO Plus T BSIV,Datsun,2015,380000,25000,Petrol
2661,Hyundai i10 Era,Hyundai,2009,140000,80000,Petrol
2662,Maruti Wagon R VXI BS IV,Maruti,2012,200000,90000,Petrol
2663,Hyundai Santro Xing GL,Hyundai,2011,150000,157000,Petrol
2664,Mahindra Bolero SLX 2WD,Mahindra,2007,300000,100000,Diesel
2665,Renault KWID RXT,Renault,2017,280000,50000,Petrol
2666,Maruti Alto K10 2010-2014 VXI,Maruti,2011,200000,40000,Petrol
2667,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,Chevrolet,2009,110000,38500,Petrol
2668,Hyundai i10 Magna,Hyundai,2008,140000,103921,Petrol
2669,Honda City i-VTEC VX,Honda,2018,1150000,14825,Petrol
2670,Honda BR-V i-DTEC VX MT,Honda,2016,910000,43377,Diesel
2671,Ford Figo Diesel Titanium,Ford,2010,160000,102307,Diesel
2672,Maruti Zen LX,Maruti,2004,105000,79000,Petrol
2673,Maruti Wagon R LXI,Maruti,2004,70000,90000,Petrol
2674,Chevrolet Beat Diesel,Chevrolet,2012,160000,110000,Diesel
2675,Chevrolet Sail Hatchback LT ABS,Chevrolet,2013,225000,80000,Diesel
2676,Honda City 1.3 EXI,Honda,2002,145000,100000,Petrol
2677,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,930000,20000,Diesel
2678,Hyundai Getz 1.5 CRDi GVS,Hyundai,2008,110000,154000,Diesel
2679,Renault Lodgy Stepway 85PS RXZ 8S,Renault,2017,650000,40000,Diesel
2680,Maruti Swift VXI,Maruti,2019,550000,51000,Petrol
2681,Maruti Alto LX BSIII,Maruti,2008,85000,120000,Petrol
2682,Toyota Etios 1.5 V,Toyota,2016,509999,35000,Petrol
2683,Maruti Baleno Alpha 1.3,Maruti,2017,650000,70000,Diesel
2684,Chevrolet Spark 1.0 LS,Chevrolet,2011,140000,60000,Petrol
2685,Maruti Alto LXi,Maruti,2011,150000,70000,Petrol
2686,Datsun GO Plus A Option Petrol,Datsun,2018,450000,10000,Petrol
2687,Hyundai Accent CRDi,Hyundai,2006,170000,245244,Diesel
2688,Renault KWID 1.0 RXT Optional,Renault,2017,400000,60000,Petrol
2689,Tata Tiago 1.2 Revotron XE,Tata,2016,300000,30000,Petrol
2690,Maruti Alto 800 Base,Maruti,2012,250000,8000,Petrol
2691,Tata Tigor 1.2 Revotron XM,Tata,2019,500000,10000,Petrol
2692,Hyundai Accent CRDi,Hyundai,2002,85000,100000,Diesel
2693,Nissan Sunny Diesel XL,Nissan,2012,300000,110000,Diesel
2694,Mahindra XUV500 AT W8 FWD,Mahindra,2015,740000,45000,Diesel
2695,Hyundai Santro Xing XG,Hyundai,2005,70000,68500,Petrol
2696,Hyundai Santro Sportz AMT,Hyundai,2019,484999,5007,Petrol
2697,Nissan Micra Active XV S,Nissan,2013,164000,30000,Petrol
2698,Honda City 1.5 V AT,Honda,2008,140000,70000,Petrol
2699,Mercedes-Benz E-Class E250 CDI Elegance,Mercedes-Benz,2011,999000,49600,Diesel
2700,Maruti Alto LXI,Maruti,2005,56000,23000,Petrol
2701,BMW 7 Series 730Ld,BMW,2006,1050000,30000,Diesel
